nome_wiki,dob_wiki,nacionalidade_wiki,nivel_match,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,dob_iso,dob_date,name_norm
Thomas Müller,1989-09-13,Alemanha,1,35011448,,Thomas Müller,13/9/1989 (32 years old),GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"M (R), AM (RC), ST (C)",185 cm,76 kg,32,Not for Sale,"€1,454,000 p/m",450,153,,115,6,Leader,-,Advanced Playmaker,Support,AM (C),12,3,17,12,20,13,13,2,2,16,16,11,17,16,18,11,4,13,13,13,7,1,14,13,2,17,10,8,9,20,20,1,14,16,13,11,1,1,2,19,11,11,20,13,2,18,17,1989-09-13,1989-09-13,thomas muller
Jamal Musiala,2003-02-26,Alemanha,1,28124579,,Jamal Musiala,26/2/2003 (19 years old),GER,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"M (C), AM (RLC)",183 cm,70 kg,19,€71M - €89M,"€457,000 p/m",67,13,,15,-,Technical,-,Inverted Winger,Attack,AM (L),15,3,12,17,14,15,12,1,1,13,12,7,8,13,16,18,1,13,16,18,6,2,9,10,1,6,13,6,11,16,14,1,15,14,12,11,3,3,3,12,9,12,15,18,1,15,15,2003-02-26,2003-02-26,jamal musiala
Niklas Süle,1995-09-03,Alemanha,1,91107360,,Niklas Süle,3/9/1995 (26 years old),GER,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Right,Very Strong,Fairly Strong,D (RC),195 cm,99 kg,26,€28M - €42M,"€833,000 p/m",228,13,,40,11,Physical,-,Ball Playing Defender,Defend,D (C),12,1,11,10,14,17,15,1,3,14,14,4,12,13,15,12,1,8,12,11,5,4,15,17,2,11,12,11,15,12,11,1,16,13,10,15,4,2,3,13,18,16,12,12,2,12,12,1995-09-03,1995-09-03,niklas sule
Lukas Klostermann,1996-06-03,Alemanha,1,91134708,Wnt,Lukas Klostermann,3/6/1996 (26 years old),GER,Bundesliga,RB Leipzig,Germany (Bundesliga),Right,Very Strong,Reasonable,"D (RLC), WB (R)",187 cm,88 kg,26,€10M - €15M,"€416,000 p/m",186,13,,18,17,Physical,-,Full-Back,Attack,D (R),13,1,12,9,14,15,16,3,1,10,12,5,10,11,15,8,1,9,10,7,6,3,12,15,1,11,6,15,12,16,14,2,18,11,7,11,1,3,1,17,15,13,13,11,2,9,14,1996-06-03,1996-06-03,lukas klostermann
Julian Brandt,1996-05-02,Alemanha,1,91119265,,Julian Brandt,2/5/1996 (26 years old),GER,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Right,Very Strong,Fairly Strong,M/AM (RLC),185 cm,83 kg,26,€39M - €47M,"€581,000 p/m",261,50,,38,8,Technical,-,Inverted Winger,Support,AM (L),13,1,9,15,14,12,7,3,1,11,10,11,12,10,10,16,1,12,18,16,13,1,6,12,1,6,14,7,5,15,13,3,15,16,11,8,2,1,2,12,10,8,11,17,2,16,11,1996-05-02,1996-05-02,julian brandt
Jonas Hofmann,1992-07-14,Alemanha,1,92027981,,Jonas Hofmann,14/7/1992 (29 years old),GER,Bundesliga,Borussia M'gladbach,Germany (Bundesliga),Right,Very Strong,Fairly Strong,M/AM (RC),176 cm,73 kg,29,€24M - €29M,"€332,000 p/m",277,51,,14,10,Intelligent,Torn knee ligaments,Box To Box Midfielder,Support,M (C),14,2,13,13,16,11,13,2,3,13,13,17,13,13,17,12,4,13,13,13,14,3,6,6,2,12,11,12,11,14,17,2,14,14,14,11,2,3,3,16,11,12,16,13,2,14,17,1992-07-14,1992-07-14,jonas hofmann
Leroy Sané,1996-01-11,Alemanha,1,91138280,Wnt,Leroy Sané,11/1/1996 (26 years old),GER,Bundesliga,FC Bayern,Germany (Bundesliga),Left,Reasonable,Very Strong,"M (RL), AM (RLC)",183 cm,80 kg,26,€63M - €97M,"€1,413,000 p/m",201,49,,45,10,Creative,-,Inverted Winger,Attack,AM (R),17,3,13,16,15,14,9,4,2,13,12,14,15,14,11,18,1,14,15,16,16,3,7,10,3,4,16,3,7,15,15,2,18,14,11,8,1,2,2,13,11,8,11,17,3,15,9,1996-01-11,1996-01-11,leroy sane
Christian Günter,1993-02-28,Alemanha,1,91105585,Wnt,Christian Günter,28/2/1993 (29 years old),GER,Bundesliga,SC Freiburg,Germany (Bundesliga),Left,Reasonable,Very Strong,D/WB/M/AM (L),185 cm,87 kg,29,€7.4M - €9M,"€72,500 p/m",313,9,,6,9,Physical,-,Wing-Back,Support,D (L),14,3,14,11,10,14,14,2,3,9,12,13,15,9,13,14,3,9,11,11,13,3,9,12,3,14,12,16,12,18,12,1,17,12,8,11,2,2,1,15,13,12,13,11,1,8,16,1993-02-28,1993-02-28,christian gunter
İlkay Gündoğan,1990-10-24,Alemanha,1,91003875,,İlkay Gündogan,24/10/1990 (31 years old),GER,English Premier Division,Man City,England (Premier Division),Right,Very Strong,Fairly Strong,"DM, M/AM (C)",180 cm,80 kg,31,€54M - €59M,"€829,000 p/m",313,53,,59,8,Intelligent,-,Advanced Playmaker,Support,M (C),14,3,15,16,17,14,13,1,2,16,14,10,11,14,13,14,3,13,17,13,14,2,7,10,3,10,12,6,10,13,16,2,13,16,14,12,1,1,3,16,13,13,16,16,3,16,15,1990-10-24,1990-10-24,ilkay gundogan
Marc-André ter Stegen,1992-04-30,Alemanha,1,35017428,,Marc-André ter Stegen,30/4/1992 (30 years old),GER,Spanish First Division,Barcelona,Spain (First Division),Either,Very Strong,Strong,GK,187 cm,85 kg,30,€131M - €196M,"€715,000 p/m",343,-,,28,13,Distributor,-,Sweeper Keeper,Support,GK,14,13,11,14,17,16,15,15,15,18,15,5,1,13,18,2,12,1,13,5,8,14,7,16,19,14,1,1,3,15,1,14,11,17,3,12,10,18,18,13,15,3,14,14,17,9,10,1992-04-30,1992-04-30,marcandre ter stegen
Nico Schlotterbeck,1999-12-01,Alemanha,1,92088306,,Nico Schlotterbeck,1/12/1999 (22 years old),GER,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Left,Fairly Strong,Very Strong,D (LC),191 cm,89 kg,22,€37M - €55M,"€43,500 p/m",88,7,,4,13,Intelligent,-,Ball Playing Defender,Defend,D (C),12,2,12,12,13,15,16,3,2,15,14,5,8,14,14,12,1,7,11,11,7,3,13,15,3,11,7,10,14,12,11,3,12,12,8,14,2,3,1,14,13,16,15,12,2,14,15,1999-12-01,1999-12-01,nico schlotterbeck
Karim Adeyemi,2002-01-18,Alemanha,1,16279486,,Karim Adeyemi,18/1/2002 (20 years old),GER,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Left,Fairly Strong,Very Strong,"AM (R), ST (C)",179 cm,74 kg,20,€61M - €91M,"€499,000 p/m",102,41,,4,3,Physical,-,Inverted Winger,Support,AM (R),18,2,8,14,12,7,10,1,3,10,13,8,9,10,19,14,1,13,12,12,7,1,8,11,3,7,9,3,5,12,15,1,18,9,13,5,2,1,3,13,10,6,12,13,3,12,14,2002-01-18,2002-01-18,karim adeyemi
Armel Bella-Kotchap,2001-12-11,Alemanha,1,92102718,,Armel Bella-Kotchap,11/12/2001 (20 years old),GER,English Premier Division,Southampton,England (Premier Division),Right,Very Strong,Fairly Strong,D (C),190 cm,87 kg,20,€21M - €32M,"€201,000 p/m",66,1,,0,9,Physical,-,Ball Playing Defender,Defend,D (C),14,2,10,11,13,14,13,1,3,10,11,4,7,11,12,10,3,6,12,9,5,2,13,16,3,9,7,9,13,13,6,3,15,13,7,14,3,3,1,11,15,13,12,12,2,10,12,2001-12-11,2001-12-11,armel bellakotchap
Youssoufa Moukoko,2004-11-20,Alemanha,1,2000074825,,Youssoufa Moukoko,20/11/2004 (17 years old),GER,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Left,Reasonable,Very Strong,ST (C),179 cm,72 kg,17,€49M - €58M,"€26,000 p/m",32,6,,0,4,Technical,-,Advanced Forward,Attack,ST (C),16,3,13,16,11,13,11,1,3,14,11,9,10,7,13,16,4,16,14,15,10,2,6,7,2,5,11,11,5,15,9,2,15,11,12,6,3,1,1,11,11,5,10,16,4,9,13,2004-11-20,2004-11-20,youssoufa moukoko
Eiji Kawashima,1983-03-20,Japão,1,776491,,Eiji Kawashima,20/3/1983 (39 years old),JPN,Ligue 1 Uber Eats,Strasbourg,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,GK,185 cm,82 kg,39,€4K - €40K,"€21,500 p/m",397,-,,95,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,7,11,10,12,12,14,13,10,11,11,15,4,2,12,11,8,9,2,10,3,6,11,10,14,12,12,2,3,1,15,3,13,9,10,4,12,15,15,10,12,14,3,15,11,8,9,12,1983-03-20,1983-03-20,eiji kawashima
Shōgo Taniguchi,1991-07-15,Japão,3,45110026,,Ryôya Taniguchi,31/8/1999 (22 years old),JPN,Singaporean Premier League,Balestier,Singapore (Premier League),Right,Very Strong,Reasonable,"M/AM (C), ST (C)",175 cm,70 kg,22,€14K - €140K,"€2,700 p/m",53,15,,0,-,Physical,-,Central Midfielder,Attack,M (C),13,1,13,13,3,6,3,1,1,7,6,4,6,13,8,6,2,8,12,10,5,1,11,3,3,2,7,4,5,13,9,1,13,11,5,7,2,1,3,6,3,1,6,10,3,10,7,1999-08-31,1999-08-31,ryoya taniguchi
Kō Itakura,1997-01-27,Japão,1,45092658,,Kô Itakura,27/1/1997 (25 years old),JPN,Bundesliga,Borussia M'gladbach,Germany (Bundesliga),Right,Very Strong,Reasonable,"D (C), DM, M (C)",188 cm,74 kg,25,€1.2M - €11.5M,"€125,000 p/m",120,8,,12,-,Intelligent,-,Defensive Midfielder,Support,DM,12,3,13,12,14,14,13,1,2,15,13,4,7,13,14,11,2,8,12,12,4,1,13,13,2,12,7,4,13,15,12,2,13,14,6,15,2,4,3,15,13,13,16,13,2,13,14,1997-01-27,1997-01-27,ko itakura
Yūto Nagatomo,1986-09-12,Japão,3,51012436,,Yûto Ono,28/9/1991 (30 years old),JPN,Thai League Two,Chiangmai Utd,Thailand (Thai League 2),Right,Very Strong,Reasonable,AM (LC),170 cm,65 kg,30,€65K - €650K,"€12,500 p/m",220,18,,0,-,Creative,-,Inverted Winger,Support,AM (L),13,2,15,12,10,11,10,4,2,10,11,13,11,11,16,10,2,10,10,13,12,2,9,6,1,2,10,3,8,13,10,2,12,12,6,9,3,2,2,12,7,9,12,11,3,11,14,1991-09-28,1991-09-28,yuto ono
Wataru Endō,1993-02-09,Japão,1,45030953,,Wataru Endô,9/2/1993 (29 years old),JPN,Bundesliga,VfB Stuttgart,Germany (Bundesliga),Right,Very Strong,Reasonable,"D (C), DM, M (C)",178 cm,76 kg,29,€11M - €13M,"€43,500 p/m",347,38,,41,-,Leader,-,Ball Winning Midfielder,Defend,DM,12,3,15,13,14,12,15,2,2,13,15,8,10,12,15,11,3,8,12,10,7,4,12,12,2,15,8,9,12,15,13,3,12,13,8,14,1,4,2,15,12,16,17,13,2,12,16,1993-02-09,1993-02-09,wataru endo
Gaku Shibasaki,1992-05-28,Japão,1,45030130,,Gaku Shibasaki,28/5/1992 (30 years old),JPN,Spanish Second Division,Leganés,Spain (Second Division),Either,Very Strong,Strong,M/AM (LC),175 cm,62 kg,30,€400K - €4.1M,"€42,500 p/m",307,24,,58,-,Creative,-,Inverted Winger,Support,AM (L),12,1,7,11,12,9,7,3,1,14,12,13,13,12,12,14,1,9,14,13,14,2,8,6,1,8,10,7,6,14,13,3,13,15,12,10,1,3,3,13,8,6,13,14,1,14,13,1992-05-28,1992-05-28,gaku shibasaki
Ritsu Dōan,1998-06-16,Japão,1,45095577,,Ritsu Dôan,16/6/1998 (24 years old),JPN,Bundesliga,SC Freiburg,Germany (Bundesliga),Either,Strong,Very Strong,"M (R), AM (RLC)",172 cm,70 kg,24,€17M - €20M,"€65,000 p/m",174,43,,26,-,Physical,-,Inverted Winger,Support,AM (R),13,2,5,15,12,14,11,3,2,12,11,12,11,10,12,13,2,11,15,12,11,2,7,7,1,7,9,7,5,14,12,1,13,13,13,7,1,3,2,13,11,7,14,16,1,15,13,1998-06-16,1998-06-16,ritsu doan
Kaoru Mitoma,1997-05-20,Japão,1,45111891,,Kaoru Mitoma,20/5/1997 (25 years old),JPN,English Premier Division,Brighton,England (Premier Division),Right,Very Strong,Weak,M/AM (L),178 cm,72 kg,25,€1.2M - €5.6M,"€101,000 p/m",144,50,,7,-,Technical,-,Inverted Winger,Support,AM (L),17,2,9,14,9,12,13,3,2,12,11,10,10,11,19,14,1,11,14,15,9,3,8,9,1,6,9,7,8,14,14,2,15,11,5,7,3,1,3,12,7,8,12,14,3,12,12,1997-05-20,1997-05-20,kaoru mitoma
Takumi Minamino,1995-01-16,Japão,1,45064891,,Takumi Minamino,16/1/1995 (27 years old),JPN,Ligue 1 Uber Eats,AS Monaco,France (Ligue 1 Uber Eats),Right,Very Strong,Fairly Strong,"AM (RLC), ST (C)",174 cm,68 kg,27,€19M - €24M,"€390,000 p/m",238,55,,42,-,Creative,Sprained knee ligaments,Inverted Winger,Support,AM (L),14,3,11,16,13,14,12,1,2,12,14,10,12,11,14,14,2,13,14,15,10,1,7,8,1,7,11,5,8,14,14,1,14,14,10,8,2,1,1,13,7,7,14,15,2,13,14,1995-01-16,1995-01-16,takumi minamino
Takefusa Kubo,2001-06-04,Japão,1,45104608,,Takefusa Kubo,4/6/2001 (21 years old),JPN,Spanish First Division,Real San Sebastián,Spain (First Division),Left,Reasonable,Very Strong,"M (R), AM (RC), ST (C)",167 cm,60 kg,21,€35M - €52M,"€182,000 p/m",152,16,,18,-,Creative,-,Advanced Playmaker,Support,AM (C),14,2,8,14,15,15,12,3,2,14,14,14,12,15,4,15,1,14,15,15,12,2,7,7,2,7,11,8,6,10,14,3,12,15,7,7,1,3,1,13,12,6,15,15,1,15,14,2001-06-04,2001-06-04,takefusa kubo
Hidemasa Morita,1995-05-10,Japão,1,45109174,,Hidemasa Morita,10/5/1995 (27 years old),JPN,Portuguese Premier League,Sporting CP,Portugal (Premier League),Right,Very Strong,Fairly Strong,"DM, M (C)",177 cm,74 kg,27,€20M - €30M,"€76,500 p/m",198,11,,15,-,Intelligent,-,Deep Lying Playmaker,Defend,DM,12,3,16,13,15,16,14,2,1,16,15,10,10,14,16,12,2,11,16,8,8,3,8,8,2,13,11,8,11,14,12,3,13,14,12,13,2,3,1,14,12,14,15,14,1,15,14,1995-05-10,1995-05-10,hidemasa morita
Jun'ya Itō,1993-03-09,Japão,1,45092815,,Jun'ya Itô,9/3/1993 (29 years old),JPN,Ligue 1 Uber Eats,Reims,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,M/AM (R),176 cm,66 kg,29,€16M - €20M,"€69,500 p/m",251,50,,36,-,Technical,-,Winger,Support,AM (R),17,1,14,12,10,9,14,3,3,13,14,10,14,13,15,14,1,11,13,14,10,3,6,7,1,5,11,8,8,14,15,3,16,13,12,6,3,1,1,12,9,7,14,14,3,10,14,1993-03-09,1993-03-09,junya ito
Daichi Kamada,1996-08-05,Japão,1,45092714,Wnt,Daichi Kamada,5/8/1996 (25 years old),JPN,Bundesliga,Eintracht Frankfurt,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"M (C), AM (RLC)",184 cm,76 kg,25,€8.2M - €12.5M,"€37,000 p/m",196,39,,19,-,Technical,-,Inverted Winger,Support,AM (L),14,2,13,16,10,10,8,1,2,13,13,11,12,14,11,16,3,13,16,14,9,1,7,11,2,6,9,3,6,14,14,3,13,14,12,6,3,3,2,14,8,10,15,15,1,15,14,1996-08-05,1996-08-05,daichi kamada
Takehiro Tomiyasu,1998-11-05,Japão,1,45095490,,Takehiro Tomiyasu,5/11/1998 (23 years old),JPN,English Premier Division,Arsenal,England (Premier Division),Right,Very Strong,Fairly Strong,"D (RC), WB (R)",188 cm,78 kg,23,€92M - €137M,"€302,000 p/m",165,5,,28,-,Intelligent,-,Full-Back,Support,D (R),13,2,13,14,15,13,15,1,1,14,14,7,11,13,15,13,2,9,12,13,7,3,12,14,1,7,9,11,13,16,12,1,13,12,7,14,3,2,2,16,13,15,16,13,3,12,17,1998-11-05,1998-11-05,takehiro tomiyasu
Ao Tanaka,1998-09-10,Japão,1,45104245,,Ao Tanaka,10/9/1998 (23 years old),JPN,Bundesliga 2,Düsseldorf,Germany (Bundesliga 2),Right Only,Very Strong,Weak,"DM, M (C)",178 cm,68 kg,23,€1M - €2.1M,"€41,500 p/m",108,9,,13,-,Technical,-,Box To Box Midfielder,Support,M (C),12,1,9,13,12,10,10,3,2,12,12,10,10,11,8,11,1,9,12,6,10,1,7,8,1,7,12,9,14,14,11,3,12,13,5,11,1,3,3,14,9,15,13,13,1,12,14,1998-09-10,1998-09-10,ao tanaka
Takuma Asano,1994-11-10,Japão,1,45078327,Wnt,Takuma Asano,10/11/1994 (27 years old),JPN,Bundesliga,VfL Bochum,Germany (Bundesliga),Right,Very Strong,Reasonable,"AM (RL), ST (C)",173 cm,71 kg,27,€170K - €1.7M,"€33,500 p/m",200,43,,36,-,Physical,-,Inverted Winger,Support,AM (L),16,2,14,16,13,10,12,3,3,10,10,7,8,9,13,12,4,12,11,11,7,1,11,9,3,8,8,4,6,12,14,2,16,10,12,7,2,2,2,13,9,7,10,12,2,10,15,1994-11-10,1994-11-10,takuma asano
Hiroki Sakai,1990-04-12,Japão,3,45093301,,Daisuke Sakai,18/1/1997 (25 years old),JPN,Thai League Two,Customs Utd,Thailand (Thai League 2),Right,Very Strong,Reasonable,M/AM (C),165 cm,59 kg,25,€200K - €600K,"€11,000 p/m",98,11,,0,-,Technical,-,Shadow Striker,Attack,AM (C),15,3,9,15,10,10,4,1,1,8,6,9,5,10,9,11,1,10,14,9,9,2,5,5,3,13,8,4,9,11,10,3,15,13,4,11,1,3,3,13,3,8,10,11,1,8,14,1997-01-18,1997-01-18,daisuke sakai
Ayase Ueda,1998-08-28,Japão,1,45111868,,Ayase Ueda,28/8/1998 (23 years old),JPN,Jupiler Pro League,Cercle Brugge,Belgium (Jupiler Pro League),Right,Very Strong,Weak,ST (C),182 cm,76 kg,23,€85K - €6M,"€32,500 p/m",133,64,,9,-,Physical,-,Complete Forward,Attack,ST (C),14,1,13,11,14,10,8,2,4,10,10,9,11,15,19,10,1,14,12,12,12,3,16,13,3,7,14,4,9,11,10,2,13,8,5,8,3,3,2,13,13,5,9,13,1,12,13,1998-08-28,1998-08-28,ayase ueda
Maya Yoshida,1988-08-24,Japão,1,45005892,,Maya Yoshida,24/8/1988 (33 years old),JPN,Bundesliga,Schalke 04,Germany (Bundesliga),Right,Very Strong,Reasonable,D (C),189 cm,90 kg,33,€90K - €900K,"€127,000 p/m",351,19,,119,-,Leader,-,Central Defender,Defend,D (C),10,4,12,10,13,13,15,1,2,12,12,4,6,12,16,6,3,7,11,8,8,3,13,14,1,16,6,6,15,15,8,1,12,11,8,16,3,2,3,12,13,12,16,12,2,10,14,1988-08-24,1988-08-24,maya yoshida
Daniel Schmidt,1992-02-03,Japão,1,45034094,,Daniel Schmidt,3/2/1992 (30 years old),JPN,Jupiler Pro League,STVV,Belgium (Jupiler Pro League),Right Only,Very Strong,Weak,GK,196 cm,90 kg,30,€240K - €2.4M,"€32,500 p/m",203,-,,9,-,Assertive,-,Sweeper Keeper,Support,GK,10,16,8,10,12,17,16,10,9,11,15,5,3,11,12,2,12,1,8,3,9,11,9,17,9,12,2,3,3,6,1,12,11,9,2,8,14,15,11,12,18,2,8,10,12,8,8,1992-02-03,1992-02-03,daniel schmidt
Yūki Sōma,1997-02-25,Japão,3,2000227815,,Yuki Mandai,21/5/1996 (26 years old),JPN,League1 Ontario,Electric City,Canada (League1 Ontario),Right,Very Strong,Weak,"D (C), DM, M (C)",174 cm,67 kg,26,€500 - €5K,"€1,200 p/m",15,-,,0,-,Physical,-,Segundo Volante,Support,DM,13,1,9,14,7,7,7,3,1,7,8,6,4,12,6,3,1,5,5,5,6,2,7,8,2,3,8,6,7,8,7,1,14,9,5,14,2,2,3,11,4,12,7,8,3,6,12,1996-05-21,1996-05-21,yuki mandai
Daizen Maeda,1997-10-20,Japão,1,45101691,,Daizen Maeda,20/10/1997 (24 years old),JPN,cinch Premiership,Celtic,Scotland (cinch Premiership),Right,Very Strong,Reasonable,"AM (LC), ST (C)",173 cm,67 kg,24,€5.8M - €7.2M,"€80,500 p/m",190,57,,7,-,Leader,-,Pressing Forward,Attack,ST (C),14,3,16,13,11,8,12,1,1,10,12,8,10,12,16,12,3,11,12,11,8,3,9,7,3,8,9,4,7,18,14,3,15,10,11,7,1,3,2,17,8,8,16,11,2,8,19,1997-10-20,1997-10-20,daizen maeda
Hiroki Itō,1999-05-12,Japão,1,45109024,,Hiroki Itô,12/5/1999 (23 years old),JPN,Bundesliga,VfB Stuttgart,Germany (Bundesliga),Left,Reasonable,Very Strong,"D (LC), WB (L)",186 cm,78 kg,23,€300K - €6.6M,"€70,000 p/m",89,5,,3,-,Technical,-,Ball Playing Defender,Cover,D (C),12,3,12,12,14,12,13,4,3,15,13,7,9,13,13,11,4,7,12,10,7,3,12,13,1,11,8,8,13,12,12,1,14,14,8,14,3,1,2,13,12,12,14,12,3,12,13,1999-05-12,1999-05-12,hiroki ito
Robert Sánchez,1997-11-18,Espanha,1,29156212,Wnt,Robert Sánchez,18/11/1997 (24 years old),ESP,English Premier Division,Brighton,England (Premier Division),Right,Very Strong,Fairly Strong,GK,197 cm,91 kg,24,€23M - €34M,"€126,000 p/m",107,-,,1,-,Assertive,-,Sweeper Keeper,Support,GK,12,17,8,13,11,12,14,17,11,13,11,5,1,10,10,1,11,1,11,9,7,15,1,18,15,7,2,2,2,13,3,13,10,13,3,11,10,15,14,12,14,3,12,13,14,9,9,1997-11-18,1997-11-18,robert sanchez
César Azpilicueta,1989-08-28,Espanha,1,67033300,,César Azpilicueta,28/8/1989 (32 years old),ESP,English Premier Division,Chelsea,England (Premier Division),Either,Very Strong,Strong,"D (RLC), WB (RL)",178 cm,76 kg,32,€14.5M - €22M,"€754,000 p/m",497,13,Main,40,22,Leader,-,Full-Back,Support,D (R),10,3,15,12,15,12,16,3,1,14,16,8,15,15,18,12,1,6,11,8,7,3,10,10,3,18,9,11,14,17,12,3,11,13,8,15,3,2,2,14,12,16,18,15,1,10,18,1989-08-28,1989-08-28,cesar azpilicueta
Eric García,2001-01-09,Espanha,1,28116427,,Eric García,9/1/2001 (21 years old),ESP,Spanish First Division,Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,D (C),182 cm,79 kg,21,€26M - €33M,"€250,000 p/m",45,-,,17,5,Technical,-,Ball Playing Defender,Cover,D (C),13,4,12,14,14,12,13,3,2,15,12,4,9,14,16,12,1,7,14,12,6,1,13,12,2,14,7,8,15,12,12,1,13,15,9,15,4,3,1,14,13,15,15,14,1,14,14,2001-01-09,2001-01-09,eric garcia
Pau Torres,1997-01-16,Espanha,1,67217522,,Pau Torres,16/1/1997 (25 years old),ESP,Spanish First Division,Villarreal,Spain (First Division),Left,Reasonable,Very Strong,D (C),191 cm,80 kg,25,€40M - €60M,"€246,000 p/m",199,12,Main,19,1,Technical,-,Ball Playing Defender,Defend,D (C),15,2,13,11,15,6,14,1,1,12,15,7,8,14,13,11,3,6,14,5,5,1,16,17,1,13,7,7,16,14,6,3,15,14,8,16,1,1,2,16,16,16,14,14,1,11,15,1997-01-16,1997-01-16,pau torres
Sergio Busquets,1988-07-16,Espanha,1,1510566,,Sergio Busquets,16/7/1988 (33 years old),ESP,Spanish First Division,Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,"DM, M (C)",189 cm,76 kg,33,€18.5M - €27M,"€1,000,000 p/m",476,13,Main,137,3,Intelligent,-,Defensive Midfielder,Support,DM,10,2,12,10,19,11,12,1,1,18,18,8,11,18,16,12,3,8,16,9,8,3,11,14,1,13,9,8,15,15,10,4,11,17,10,17,1,1,2,12,11,15,19,16,3,16,15,1988-07-16,1988-07-16,sergio busquets
Marcos Llorente,1995-01-30,Espanha,1,67196198,,Marcos Llorente,30/1/1995 (27 years old),ESP,Spanish First Division,A. Madrid,Spain (First Division),Right,Very Strong,Reasonable,"WB (R), DM, M (RC), AM (C)",184 cm,73 kg,27,€93M - €139M,"€432,000 p/m",207,18,,16,8,Physical,-,Ball Winning Midfielder,Defend,M (C),13,3,13,11,15,11,13,2,1,15,14,9,11,14,16,12,2,12,12,9,8,1,13,10,2,12,11,7,11,18,13,2,14,15,11,12,1,3,2,16,15,15,16,14,3,14,16,1995-01-30,1995-01-30,marcos llorente
Álvaro Morata,1992-10-23,Espanha,1,67117360,Wnt,Álvaro Morata,23/10/1992 (29 years old),ESP,Spanish First Division,A. Madrid,Spain (First Division),Right,Very Strong,Fairly Strong,ST (C),189 cm,84 kg,29,€26M - €40M,"€632,000 p/m",383,142,Main,56,13,Physical,Pulled knee ligaments,Pressing Forward,Attack,ST (C),15,2,13,14,16,14,13,2,3,12,12,5,11,13,14,13,2,14,14,14,10,1,16,14,1,11,14,5,5,13,16,2,16,14,14,5,3,3,3,15,13,8,17,15,1,13,16,1992-10-23,1992-10-23,alvaro morata
Koke,1992-01-08,Espanha,1,67047092,,Koke,8/1/1992 (30 years old),ESP,Spanish First Division,A. Madrid,Spain (First Division),Right,Very Strong,Fairly Strong,"DM, M (RLC)",178 cm,73 kg,30,€112M - €167M,"€1,329,000 p/m",451,44,Main,66,12,Intelligent,-,Central Midfielder,Defend,M (C),13,2,14,12,15,15,15,1,1,15,16,15,15,15,16,13,3,12,14,10,14,2,9,9,1,14,14,6,12,14,15,1,13,16,10,15,3,3,3,15,12,14,17,14,1,15,16,1992-01-08,1992-01-08,koke
Gavi,2004-08-05,Espanha,1,2000049413,,Gavi,5/8/2004 (17 years old),ESP,Spanish First Division,Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,"DM, M/AM (C)",173 cm,68 kg,17,€63M - €76M,"€625,000 p/m",36,2,,10,-,Technical,-,Advanced Playmaker,Support,M (C),14,3,14,15,15,15,14,1,2,14,14,12,14,16,16,15,2,10,15,15,11,1,6,6,2,12,11,8,11,14,15,3,12,14,9,12,3,1,3,14,8,10,14,16,3,16,15,2004-08-05,2004-08-05,gavi
Marco Asensio,1996-01-21,Espanha,1,67197125,Wnt,Marco Asensio,21/1/1996 (26 years old),ESP,Spanish First Division,R. Madrid,Spain (First Division),Left,Reasonable,Very Strong,AM (RLC),182 cm,76 kg,26,€31M - €38M,"€594,000 p/m",264,42,,29,18,Creative,-,Inverted Winger,Support,AM (R),14,2,9,14,14,11,10,2,1,14,11,15,15,13,15,16,2,15,17,17,15,3,8,10,2,8,18,7,5,17,12,2,15,16,14,11,2,2,1,14,12,8,12,18,2,15,13,1996-01-21,1996-01-21,marco asensio
